typogroup,security,typofix
swc-all|swc-first|rm-lasts,0.0959965331098,0.358060430613
swc-all|swc-first|rm-lasts,0.0966929430828,0.358060430613
swc-all|swc-first|rm-lasts,0.0995798266351,0.358060430613
swc-all|swc-first|rm-lasts,0.100061041611,0.358060430613
swc-all|swc-first|rm-lasts,0.100198250126,0.358060430613
swc-all|swc-first|rm-lasts,0.105797908313,0.358060430613
swc-all|swc-first|rm-lasts,0.118637656451,0.358060430613
swc-all|swc-first|rm-lasts,0.119994313523,0.358060430613
swc-all|swc-first|rm-lasts,0.139602384428,0.358060430613
swc-all|swc-first|rm-lasts,0.140298794401,0.358060430613
swc-all|swc-first|rm-lasts,0.143185677953,0.358060430613
swc-all|swc-first|rm-lasts,0.143804101444,0.358060430613
swc-all|swc-first|rm-lasts,0.143882087926,0.358060430613
swc-all|swc-first|rm-lasts,0.144500511417,0.358060430613
swc-all|swc-first|rm-lasts,0.147387394969,0.358060430613
swc-all|swc-first|rm-lasts,0.149403759631,0.358060430613
swc-all|swc-first|rm-lasts,0.150100169604,0.358060430613
swc-all|swc-first|rm-lasts,0.152987053157,0.358060430613
swc-all|swc-first|rm-lasts,0.153605476647,0.358060430613
swc-all|swc-first|rm-lasts,0.162243507769,0.358060430613
swc-all|swc-first|rm-lasts,0.162939917742,0.358060430613
swc-all|swc-first|rm-lasts,0.163600164841,0.358060430613
swc-all|swc-first|rm-lasts,0.164296574814,0.358060430613
swc-all|swc-first|rm-lasts,0.165826801294,0.358060430613
swc-all|swc-first|rm-lasts,0.166445224785,0.358060430613
swc-all|swc-first|rm-lasts,0.167183458367,0.358060430613
swc-all|swc-first|rm-lasts,0.167801881857,0.358060430613
swc-all|swc-first|rm-lasts,0.172044882972,0.358060430613
swc-all|swc-first|rm-lasts,0.173401540045,0.358060430613
swc-all|swc-first|rm-lasts,0.18217677968,0.358060430613
swc-all|swc-first|rm-lasts,0.182873189654,0.358060430613
swc-all|swc-first|rm-lasts,0.185760073206,0.358060430613
swc-all|swc-first|rm-lasts,0.186241288182,0.358060430613
swc-all|swc-first|rm-lasts,0.186378496696,0.358060430613
swc-all|swc-first|rm-lasts,0.191978154884,0.358060430613
swc-all|swc-first|rm-lasts,0.193024522285,0.358060430613
swc-all|swc-first|rm-lasts,0.193720932258,0.358060430613
swc-all|swc-first|rm-lasts,0.196607815811,0.358060430613
swc-all|swc-first|rm-lasts,0.197226239301,0.358060430613
swc-all|swc-first|rm-lasts,0.202825897489,0.358060430613
swc-all|swc-first|rm-lasts,0.204817903021,0.358060430613
swc-all|swc-first|rm-lasts,0.206174560094,0.358060430613
swc-all|swc-first|rm-lasts,0.215665645626,0.358060430613
swc-all|swc-first|rm-lasts,0.217022302699,0.358060430613
swc-all|swc-first|rm-lasts,0.235598917538,0.358060430613
