q,chkexact,chkall,chkbl,chkaop
1,0.00183387534538,0.0019072303592,0.00183387534538,0.00183387534538
2,0.0032031689366,0.00330097562168,0.0032031689366,0.0032031689366
3,0.00403452575984,0.00423013913001,0.00403452575984,0.00403452575984
4,0.00474362422672,0.00493923759689,0.00474362422672,0.00474362422672
5,0.00542827102232,0.0056238843925,0.00542827102232,0.00542827102232
6,0.00601511113285,0.00623517617429,0.00603956280412,0.00601511113285
7,0.00660195124337,0.00682201628481,0.00662640291464,0.00660195124337
8,0.00704208132626,0.00728659803898,0.0070909846688,0.00704208132626
9,0.00748221140915,0.00772672812187,0.00753111475169,0.00748221140915
10,0.00789788982077,0.00816685820476,0.00797124483458,0.00792234149204
11,0.00831356823239,0.00860698828765,0.00841137491748,0.00833801990366
12,0.00870479497274,0.00902266669927,0.0088270533291,0.00875369831528
13,0.00909602171308,0.00943834511089,0.00924273174071,0.00914492505563
14,0.00946279678216,0.00985402352251,0.00965841015233,0.00953615179598
15,0.00982957185124,0.0102697019341,0.010074088564,0.00990292686505
16,0.0101963469203,0.0106853803457,0.0104897669756,0.0102697019341
17,0.0105631219894,0.0110521554148,0.0108565420446,0.0106364770032
18,0.0109298970585,0.0114189304839,0.0112233171137,0.0110032520723
19,0.0112722204563,0.011785705553,0.0115900921828,0.0113700271414
20,0.0116145438541,0.0121524806221,0.0119568672519,0.0117123505392
21,0.0119568672519,0.0125192556911,0.0122991906497,0.012054673937
22,0.0122991906497,0.0128860307602,0.0126415140475,0.0123969973348
23,0.0126415140475,0.013228354158,0.0129838374453,0.0127393207326
24,0.012959385774,0.0135706775558,0.0133261608431,0.0130571924591
25,0.0132772575006,0.0139130009536,0.0136684842409,0.0133750641856
26,0.0135951292271,0.0142308726801,0.0139863559674,0.0136929359122
27,0.0138885492823,0.0145487444067,0.014304227694,0.0139863559674
28,0.0141819693376,0.0148666161332,0.0146220994205,0.0142797760227
29,0.0144753893929,0.0151844878597,0.014939971147,0.014573196078
30,0.0147688094481,0.015477907915,0.0152333912023,0.0148666161332
31,0.0150377778321,0.0157713279703,0.0155268112575,0.0151600361885
32,0.0153067462161,0.0160402963543,0.0157957796415,0.0154290045725
33,0.0155757146001,0.0163092647382,0.0160647480255,0.0156979729565
34,0.0158446829841,0.0165782331222,0.0163337164095,0.0159669413404
35,0.0161136513681,0.0168472015062,0.0166026847935,0.0162359097244
36,0.0163581680808,0.0171161698902,0.0168716531775,0.0165048781084
37,0.0166026847935,0.0173851382742,0.0171406215615,0.0167738464924
38,0.0168472015062,0.0176541066582,0.0174095899455,0.0170183632051
39,0.0170917182189,0.0179230750422,0.0176785583295,0.0172628799178
40,0.0173362349317,0.0181675917549,0.0179230750422,0.0175073966306
41,0.0175807516444,0.0184121084676,0.0181675917549,0.0177519133433
42,0.0178008166858,0.0186566251803,0.0184121084676,0.017996430056
43,0.0180208817273,0.018901141893,0.0186566251803,0.0182409467687
44,0.0182409467687,0.0191456586058,0.018901141893,0.0184854634814
45,0.0184610118102,0.0193901753185,0.0191456586058,0.0187055285229
46,0.0186810768516,0.0196346920312,0.0193901753185,0.0189255935643
47,0.018901141893,0.0198792087439,0.0196346920312,0.0191456586058
48,0.0191212069345,0.0201237254566,0.0198792087439,0.0193657236472
49,0.0193412719759,0.0203437904981,0.0200992737854,0.0195857886887
50,0.0195613370174,0.0205638555395,0.0203193388268,0.0198058537301
51,0.0197814020588,0.020783920581,0.0205394038683,0.0200259187715
52,0.0200014671003,0.0210039856224,0.0207594689097,0.020245983813
53,0.0202215321417,0.0212240506639,0.0209795339511,0.0204660488544
54,0.0204415971832,0.0214441157053,0.0211995989926,0.0206861138959
55,0.0206372105533,0.0216641807468,0.021419664034,0.0209061789373
56,0.0208328239235,0.0218842457882,0.0216397290755,0.0211262439788
57,0.0210284372937,0.0221043108296,0.0218597941169,0.0213463090202
58,0.0212240506639,0.0223243758711,0.0220798591584,0.0215419223904
59,0.021419664034,0.0225444409125,0.0222999241998,0.0217375357606
60,0.0216152774042,0.022764505954,0.0225199892413,0.0219331491307
61,0.0218108907744,0.0229601193242,0.0227156026114,0.0221287625009
62,0.0220065041446,0.0231557326943,0.0229112159816,0.0223243758711
63,0.0222021175147,0.0233513460645,0.0231068293518,0.0225199892413
64,0.0223977308849,0.0235469594347,0.023302442722,0.0227156026114
65,0.0225933442551,0.0237425728049,0.0234980560921,0.0229112159816
66,0.0227889576253,0.023938186175,0.0236936694623,0.0231068293518
67,0.0229845709954,0.0241337995452,0.0238892828325,0.023302442722
68,0.0231801843656,0.0243294129154,0.0240848962027,0.0234980560921
69,0.0233757977358,0.0245250262855,0.0242805095728,0.0236936694623
70,0.0235469594347,0.0247206396557,0.024476122943,0.0238892828325
71,0.0237181211336,0.0249162530259,0.0246717363132,0.0240848962027
72,0.0238892828325,0.0251118663961,0.0248673496834,0.0242805095728
73,0.0240604445314,0.0253074797662,0.0250629630535,0.024476122943
74,0.0242316062303,0.0255030931364,0.0252585764237,0.0246472846419
75,0.0244027679292,0.0256987065066,0.0254541897939,0.0248184463408
76,0.0245739296281,0.0258943198768,0.025649803164,0.0249896080397
77,0.024745091327,0.0260899332469,0.0258454165342,0.0251607697386
78,0.0249162530259,0.0262855466171,0.0260410299044,0.0253319314375
79,0.0250874147248,0.0264811599873,0.0262366432746,0.0255030931364
80,0.0252585764237,0.0266523216862,0.0264078049735,0.0256742548353
81,0.0254297381226,0.0268234833851,0.0265789666724,0.0258454165342
82,0.0256008998215,0.026994645084,0.0267501283713,0.0260165782331
83,0.0257720615204,0.0271658067829,0.0269212900702,0.026187739932
84,0.0259432232193,0.0273369684818,0.0270924517691,0.0263589016309
85,0.0261143849182,0.0275081301807,0.027263613468,0.0265300633298
86,0.0262855466171,0.0276792918796,0.0274347751669,0.0267012250287
87,0.026456708316,0.0278504535785,0.0276059368658,0.0268723867276
88,0.0266278700149,0.0280216152774,0.0277770985647,0.0270435484265
89,0.0267990317138,0.0281927769763,0.0279482602636,0.0272147101254
90,0.0269701934127,0.0283639386752,0.0281194219625,0.0273858718243
91,0.0271413551116,0.0285351003741,0.0282905836614,0.0275570335232
92,0.0273125168105,0.028706262073,0.0284617453603,0.0277281952221
93,0.0274836785094,0.0288774237719,0.0286329070592,0.027899356921
94,0.0276548402083,0.0290485854708,0.0288040687581,0.0280705186199
95,0.0278260019072,0.0292197471697,0.028975230457,0.0282416803188
96,0.0279971636061,0.0293909088686,0.0291463921559,0.0284128420178
97,0.0281438736338,0.0295620705675,0.0293175538548,0.0285840037167
98,0.0282905836614,0.0297332322664,0.0294887155537,0.0287551654156
99,0.028437293689,0.0299043939653,0.0296598772526,0.0289263271145
100,0.0285840037167,0.0300755556642,0.0298310389515,0.0290974888134
101,0.0287307137443,0.0302467173631,0.0300022006504,0.0292686505123
102,0.0288774237719,0.030417879062,0.0301733623493,0.0294398122112
103,0.0290241337995,0.0305890407609,0.0303445240482,0.0296109739101
104,0.0291708438272,0.0307602024598,0.0305156857471,0.0297576839377
105,0.0293175538548,0.0309313641587,0.030686847446,0.0299043939653
106,0.0294642638824,0.0311025258576,0.0308580091449,0.030051103993
107,0.0296109739101,0.0312736875565,0.0310291708438,0.0301978140206
108,0.0297576839377,0.0314448492554,0.0311758808715,0.0303445240482
109,0.0299043939653,0.0315915592831,0.0313225908991,0.0304912340758
110,0.030051103993,0.0317382693107,0.0314693009267,0.0306379441035
111,0.0301978140206,0.0318849793383,0.0316160109543,0.0307846541311
112,0.0303445240482,0.032031689366,0.031762720982,0.0309313641587
113,0.0304912340758,0.0321783993936,0.0319094310096,0.0310780741864
114,0.0306379441035,0.0323251094212,0.0320561410372,0.031224784214
115,0.0307846541311,0.0324718194489,0.0322028510649,0.0313714942416
116,0.0309313641587,0.0326185294765,0.0323495610925,0.0315182042693
117,0.0310780741864,0.0327652395041,0.0324962711201,0.0316649142969
118,0.031224784214,0.0329119495318,0.0326429811478,0.0318116243245
119,0.0313714942416,0.0330586595594,0.0327896911754,0.0319583343522
120,0.0315182042693,0.033205369587,0.032936401203,0.0321050443798
121,0.0316649142969,0.0333520796146,0.0330831112307,0.0322517544074
122,0.0318116243245,0.0334987896423,0.0332298212583,0.032398464435
123,0.0319583343522,0.0336454996699,0.0333765312859,0.0325451744627
124,0.0321050443798,0.0337922096975,0.0335232413135,0.0326918844903
125,0.0322517544074,0.0339389197252,0.0336699513412,0.0328385945179
126,0.032398464435,0.0340856297528,0.0338166613688,0.0329853045456
127,0.0325451744627,0.0342323397804,0.0339633713964,0.0331320145732
128,0.0326918844903,0.0343790498081,0.0341100814241,0.0332787246008
129,0.0328385945179,0.0345257598357,0.0342567914517,0.0334254346285
130,0.0329853045456,0.0346724698633,0.0344035014793,0.0335721446561
131,0.0331075629019,0.0348191798909,0.034550211507,0.0337188546837
132,0.0332298212583,0.0349658899186,0.0346969215346,0.0338655647113
133,0.0333520796146,0.0351125999462,0.0348436315622,0.034012274739
134,0.033474337971,0.0352593099738,0.0349903415898,0.0341589847666
135,0.0335965963274,0.0354060200015,0.0351370516175,0.0343056947942
136,0.0337188546837,0.0355527300291,0.0352837616451,0.0344524048219
137,0.0338411130401,0.0356994400567,0.0354304716727,0.0345991148495
138,0.0339633713964,0.0358461500844,0.0355771817004,0.0347458248771
139,0.0340856297528,0.035992860112,0.035723891728,0.0348680832335
140,0.0342078881092,0.0361395701396,0.0358706017556,0.0349903415898
141,0.0343301464655,0.0362862801672,0.0360173117833,0.0351125999462
142,0.0344524048219,0.0364329901949,0.0361640218109,0.0352348583026
143,0.0345746631782,0.0365552485512,0.0362862801672,0.0353571166589
144,0.0346969215346,0.0366775069076,0.0364085385236,0.0354793750153
145,0.0348191798909,0.036799765264,0.03653079688,0.0356016333716
146,0.0349414382473,0.0369220236203,0.0366530552363,0.035723891728
147,0.0350636966037,0.0370442819767,0.0367753135927,0.0358461500844
148,0.03518595496,0.037166540333,0.036897571949,0.0359684084407
149,0.0353082133164,0.0372887986894,0.0370198303054,0.0360906667971
150,0.0354304716727,0.0374110570457,0.0371420886618,0.0362129251534
151,0.0355527300291,0.0375333154021,0.0372643470181,0.0363351835098
152,0.0356749883855,0.0376555737585,0.0373866053745,0.0364574418662
153,0.0357972467418,0.0377778321148,0.0375088637308,0.0365797002225
154,0.0359195050982,0.0379000904712,0.0376311220872,0.0367019585789
155,0.0360417634545,0.0380223488275,0.0377533804436,0.0368242169352
156,0.0361640218109,0.0381446071839,0.0378756387999,0.0369464752916
157,0.0362862801672,0.0382668655403,0.0379978971563,0.0370687336479
158,0.0364085385236,0.0383891238966,0.0381201555126,0.0371909920043
159,0.03653079688,0.038511382253,0.038242413869,0.0373132503607
160,0.0366530552363,0.0386336406093,0.0383646722253,0.037435508717
161,0.0367753135927,0.0387558989657,0.0384869305817,0.0375577670734
162,0.036897571949,0.0388781573221,0.0386091889381,0.0376800254297
163,0.0370198303054,0.0390004156784,0.0387314472944,0.0378022837861
164,0.0371420886618,0.0391226740348,0.0388537056508,0.0379245421425
165,0.0372643470181,0.0392449323911,0.0389759640071,0.0380468004988
166,0.0373866053745,0.0393671907475,0.0390982223635,0.0381690588552
167,0.0375088637308,0.0394894491038,0.0392204807199,0.0382913172115
168,0.0376311220872,0.0396117074602,0.0393427390762,0.0384135755679
169,0.0377533804436,0.0397339658166,0.0394649974326,0.0385358339242
170,0.0378756387999,0.0398562241729,0.0395872557889,0.0386580922806
171,0.0379978971563,0.0399784825293,0.0397095141453,0.038780350637
172,0.0381201555126,0.0401007408856,0.0398317725017,0.0389026089933
173,0.038242413869,0.040222999242,0.039954030858,0.0390248673497
174,0.0383646722253,0.0403452575984,0.0400762892144,0.039147125706
175,0.0384869305817,0.0404675159547,0.0401985475707,0.0392693840624
176,0.0386091889381,0.0405897743111,0.0403208059271,0.0393916424188
177,0.0387314472944,0.0407120326674,0.0404430642834,0.0395139007751
178,0.0388537056508,0.0408342910238,0.0405653226398,0.0396361591315
179,0.0389759640071,0.0409565493802,0.0406875809962,0.0397584174878
180,0.0390982223635,0.0410788077365,0.0408098393525,0.0398806758442
181,0.0392204807199,0.0412010660929,0.0409320977089,0.0400029342006
182,0.0393427390762,0.0413233244492,0.0410543560652,0.0401251925569
183,0.0394649974326,0.0414455828056,0.0411766144216,0.0402474509133
184,0.0395872557889,0.0415678411619,0.041298872778,0.0403697092696
185,0.0397095141453,0.0416900995183,0.0414211311343,0.040491967626
186,0.0398317725017,0.0418123578747,0.0415433894907,0.0406142259823
187,0.039954030858,0.041934616231,0.041665647847,0.0407364843387
188,0.0400762892144,0.0420568745874,0.0417879062034,0.0408587426951
189,0.0401985475707,0.0421791329437,0.0419101645597,0.0409810010514
190,0.0403208059271,0.0423013913001,0.0420324229161,0.0411032594078
191,0.0404430642834,0.0424236496565,0.0421546812725,0.0412255177641
192,0.0405653226398,0.0425459080128,0.0422769396288,0.0413477761205
193,0.0406875809962,0.0426681663692,0.0423991979852,0.0414700344769
194,0.0407853876812,0.0427904247255,0.0425214563415,0.0415922928332
195,0.0408831943663,0.0429126830819,0.0426437146979,0.0417145511896
196,0.0409810010514,0.0430349414382,0.0427659730543,0.0418368095459
197,0.0410788077365,0.0431571997946,0.0428882314106,0.0419590679023
198,0.0411766144216,0.043279458151,0.043010489767,0.0420813262586
199,0.0412744211067,0.0434017165073,0.0431327481233,0.042203584615
200,0.0413722277918,0.0435239748637,0.0432550064797,0.0423258429714
201,0.0414700344769,0.04364623322,0.0433772648361,0.0424481013277
202,0.0415678411619,0.0437684915764,0.0434995231924,0.0425703596841
203,0.041665647847,0.0438907499328,0.0436217815488,0.0426926180404
204,0.0417634545321,0.0440130082891,0.0437440399051,0.0428148763968
205,0.0418612612172,0.0441352666455,0.0438662982615,0.0429371347532
206,0.0419590679023,0.0442575250018,0.0439885566178,0.0430593931095
207,0.0420568745874,0.0443797833582,0.0441108149742,0.0431816514659
208,0.0421546812725,0.0445020417146,0.0442330733306,0.0433039098222
209,0.0422524879576,0.0446243000709,0.0443553316869,0.0434261681786
210,0.0423502946426,0.0447465584273,0.0444775900433,0.0435239748637
211,0.0424481013277,0.0448688167836,0.0445998483996,0.0436217815488
212,0.0425459080128,0.04499107514,0.0446976550847,0.0437195882339
213,0.0426437146979,0.0450888818251,0.0447954617698,0.0438173949189
214,0.042741521383,0.0451866885102,0.0448932684549,0.043915201604
215,0.0428393280681,0.0452844951952,0.04499107514,0.0440130082891
216,0.0429371347532,0.0453823018803,0.0450888818251,0.0441108149742
217,0.0430349414382,0.0454801085654,0.0451866885102,0.0442086216593
218,0.0431327481233,0.0455779152505,0.0452844951952,0.0443064283444
219,0.0432305548084,0.0456757219356,0.0453823018803,0.0444042350295
220,0.0433283614935,0.0457735286207,0.0454801085654,0.0445020417146
221,0.0434261681786,0.0458713353058,0.0455779152505,0.0445998483996
222,0.0435239748637,0.0459691419909,0.0456757219356,0.0446976550847
223,0.0436217815488,0.0460669486759,0.0457735286207,0.0447954617698
224,0.0437195882339,0.046164755361,0.0458713353058,0.0448932684549
225,0.0438173949189,0.0462625620461,0.0459691419909,0.04499107514
226,0.043915201604,0.0463603687312,0.0460669486759,0.0450888818251
227,0.0440130082891,0.0464581754163,0.046164755361,0.0451866885102
228,0.0441108149742,0.0465559821014,0.0462625620461,0.0452844951952
229,0.0442086216593,0.0466537887865,0.0463603687312,0.0453823018803
230,0.0443064283444,0.0467515954716,0.0464581754163,0.0454801085654
231,0.0444042350295,0.0468494021566,0.0465559821014,0.0455779152505
232,0.0445020417146,0.0469472088417,0.0466537887865,0.0456757219356
233,0.0445998483996,0.0470450155268,0.0467515954716,0.0457735286207
234,0.0446976550847,0.0471428222119,0.0468494021566,0.0458713353058
235,0.0447954617698,0.047240628897,0.0469472088417,0.0459691419909
236,0.0448932684549,0.0473384355821,0.0470450155268,0.0460669486759
237,0.04499107514,0.0474362422672,0.0471428222119,0.046164755361
238,0.0450888818251,0.0475340489522,0.047240628897,0.0462625620461
239,0.0451866885102,0.0476318556373,0.0473384355821,0.0463603687312
240,0.0452844951952,0.0477296623224,0.0474362422672,0.0464581754163
241,0.0453823018803,0.0478274690075,0.0475340489522,0.0465559821014
242,0.0454801085654,0.0479252756926,0.0476318556373,0.0466537887865
243,0.0455779152505,0.0480230823777,0.0477296623224,0.0467515954716
244,0.0456757219356,0.0481208890628,0.0478274690075,0.0468494021566
245,0.0457735286207,0.0482186957479,0.0479252756926,0.0469472088417
246,0.0458713353058,0.0483165024329,0.0480230823777,0.0470450155268
247,0.0459691419909,0.048414309118,0.0481208890628,0.0471428222119
248,0.0460669486759,0.0485121158031,0.0482186957479,0.047240628897
249,0.046164755361,0.0486099224882,0.0483165024329,0.0473384355821
250,0.0462625620461,0.0487077291733,0.048414309118,0.0474362422672
