typogroup,security,typofix
swc-all|up2cap|sws-last1|swc-first|rm-lasts,0.0858646364015,0.363735267452
swc-all|up2cap|sws-last1|swc-first|rm-lasts,0.0865610463746,0.363735267452
swc-all|up2cap|sws-last1|swc-first|rm-lasts,0.0872212934739,0.363735267452
swc-all|up2cap|sws-last1|swc-first|rm-lasts,0.087917703447,0.363735267452
swc-all|up2cap|sws-last1|swc-first|rm-lasts,0.0892132990066,0.363735267452
swc-all|up2cap|sws-last1|swc-first|rm-lasts,0.0894479299269,0.363735267452
swc-all|up2cap|sws-last1|swc-first|rm-lasts,0.0899097089797,0.363735267452
swc-all|up2cap|sws-last1|swc-first|rm-lasts,0.0901443399,0.363735267452
swc-all|up2cap|sws-last1|swc-first|rm-lasts,0.0908045869993,0.363735267452
swc-all|up2cap|sws-last1|swc-first|rm-lasts,0.0915009969723,0.363735267452
swc-all|up2cap|sws-last1|swc-first|rm-lasts,0.092796592532,0.363735267452
swc-all|up2cap|sws-last1|swc-first|rm-lasts,0.093493002505,0.363735267452
swc-all|up2cap|sws-last1|swc-first|rm-lasts,0.0959965331098,0.363735267452
swc-all|up2cap|sws-last1|swc-first|rm-lasts,0.0966929430828,0.363735267452
rm-firstc|swc-all|swc-first|rm-lasts,0.09901467421,0.368812330009
rm-firstc|swc-all|swc-first|rm-lasts,0.0995798266351,0.368812330009
rm-firstc|swc-all|up2cap|swc-first|rm-lasts,0.0997110841831,0.370262919311
rm-firstc|swc-all|up2cap|swc-first|rm-lasts,0.100061041611,0.370262919311
rm-firstc|swc-all|up2cap|swc-first|rm-lasts,0.100276236608,0.370262919311
rm-firstc|swc-all|up2cap|swc-first|rm-lasts,0.100757451584,0.370262919311
rm-firstc|swc-all|sws-last1|swc-first|rm-lasts,0.102597967735,0.372257479601
rm-firstc|swc-all|sws-last1|swc-first|rm-lasts,0.103644335137,0.372257479601
rm-firstc|swc-all|sws-last1|swc-first|rm-lasts,0.10434074511,0.372257479601
rm-firstc|swc-all|sws-last1|swc-first|rm-lasts,0.105797908313,0.372257479601
rm-firstc|swc-all|sws-last1|swc-first|rm-lasts,0.106494318286,0.372257479601
rm-firstc|swc-all|sws-last1|swc-first|rm-lasts,0.109381201839,0.372257479601
rm-firstc|swc-all|sws-last1|swc-first|rm-lasts,0.109862416815,0.372257479601
rm-firstc|swc-all|sws-last1|swc-first|rm-lasts,0.110077611812,0.372257479601
rm-firstc|swc-all|sws-last1|swc-first|rm-lasts,0.110558826788,0.372257479601
rm-firstc|swc-all|sws-last1|swc-first|rm-lasts,0.11344571034,0.372257479601
rm-firstc|swc-all|sws-last1|swc-first|rm-lasts,0.118637656451,0.372257479601
rm-firstc|swc-all|sws-last1|swc-first|rm-lasts,0.119334066424,0.372257479601
rm-firstc|swc-all|sws-last1|swc-first|rm-lasts,0.119994313523,0.372257479601
rm-firstc|swc-all|sws-last1|swc-first|rm-lasts,0.120690723496,0.372257479601
rm-firstc|swc-all|sws-last1|swc-first|rm-lasts,0.122220949976,0.372257479601
rm-firstc|swc-all|sws-last1|swc-first|rm-lasts,0.122917359949,0.372257479601
rm-firstc|swc-all|sws-last1|swc-first|rm-lasts,0.123577607048,0.372257479601
rm-firstc|swc-all|sws-last1|swc-first|rm-lasts,0.124274017021,0.372257479601
rm-firstc|swc-all|sws-last1|swc-first|rm-lasts,0.128439031654,0.372257479601
rm-firstc|swc-all|sws-last1|swc-first|rm-lasts,0.129135441627,0.372257479601
rm-firstc|swc-all|sws-last1|swc-first|rm-lasts,0.129795688726,0.372257479601
rm-firstc|swc-all|sws-last1|swc-first|rm-lasts,0.130492098699,0.372257479601
rm-lastl|swc-all|sws-last1|swc-first|rm-lasts,0.132022325179,0.372982774252
rm-lastl|swc-all|sws-last1|swc-first|rm-lasts,0.133378982252,0.372982774252
rm-lastl|swc-all|sws-last1|swc-first|rm-lasts,0.139602384428,0.372982774252
rm-lastl|swc-all|sws-last1|swc-first|rm-lasts,0.140298794401,0.372982774252
rm-lastl|swc-all|sws-last1|swc-first|rm-lasts,0.142635436864,0.372982774252
rm-lastl|swc-all|sws-last1|swc-first|rm-lasts,0.143185677953,0.372982774252
rm-lastl|swc-all|sws-last1|swc-first|rm-lasts,0.143331846837,0.372982774252
rm-lastl|swc-all|sws-last1|swc-first|rm-lasts,0.143882087926,0.372982774252
rm-lastl|swc-all|sws-last1|swc-first|rm-lasts,0.146218730389,0.372982774252
rm-lastl|swc-all|sws-last1|swc-first|rm-lasts,0.149403759631,0.372982774252
rm-lastl|swc-all|sws-last1|swc-first|rm-lasts,0.150100169604,0.372982774252
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.152436812067,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.152987053157,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.15368346313,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.162243507769,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.162939917742,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.163600164841,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.164296574814,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.165826801294,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.166523211267,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.167183458367,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.16787986834,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.172044882972,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.172741292945,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.173401540045,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.174097950018,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.175628176498,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.176324586471,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.17698483357,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.177681243543,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.18217677968,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.182873189654,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.185760073206,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.186241288182,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.186456483179,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.186937698155,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.189824581707,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.190520991681,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.191978154884,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.192674564857,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.193024522285,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.193720932258,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.195561448409,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.196042663385,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.196257858382,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.196607815811,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.196739073359,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.197304225784,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.199625956911,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.202825897489,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.203522307462,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.204817903021,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.205514312994,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.206174560094,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.206409191014,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.206870970067,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.207105600987,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.208401196547,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.20909760652,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.209757853619,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.210454263592,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.214619278225,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.215315688198,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.215665645626,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.215975935297,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.216362055599,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.21667234527,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.217022302699,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.217718712672,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.21820257175,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.219248939151,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.219559228822,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.219945349125,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.220605596224,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.221302006197,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.22546702083,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.226163430803,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.226823677902,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.227520087875,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.228815683435,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.229050314355,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.229512093408,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.230406971427,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.23239897696,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.235598917538,0.379510426111
rm-lastl|rm-firstc|swc-all|swc-first|rm-lasts,0.236295327511,0.379510426111
rm-firstc|swc-all|rm-lastd|swc-first|rm-lasts,0.238617058638,0.379691749773
rm-firstc|swc-all|rm-lastd|swc-first|rm-lasts,0.239182211063,0.379691749773
rm-firstc|swc-all|rm-lastd|swc-first|rm-lasts,0.239663426039,0.379691749773
rm-firstc|swc-all|rm-lastd|swc-first|rm-lasts,0.239878621036,0.379691749773
rm-firstc|swc-all|rm-lastd|swc-first|rm-lasts,0.240359836012,0.379691749773
rm-firstc|swc-all|rm-lastd|swc-first|rm-lasts,0.243246719565,0.379691749773
rm-firstc|swc-all|rm-lastd|swc-first|rm-lasts,0.245400292741,0.379691749773
rm-firstc|swc-all|rm-lastd|swc-first|rm-lasts,0.246096702714,0.379691749773
rm-firstc|swc-all|rm-lastd|swc-first|rm-lasts,0.248983586267,0.379691749773
rm-firstc|swc-all|rm-lastd|swc-first|rm-lasts,0.249464801243,0.379691749773
rm-firstc|swc-all|rm-lastd|swc-first|rm-lasts,0.258240040879,0.379691749773
rm-firstc|swc-all|rm-lastd|swc-first|rm-lasts,0.258936450852,0.379691749773
rm-firstc|swc-all|rm-lastd|swc-first|rm-lasts,0.259596697951,0.379691749773
rm-firstc|swc-all|rm-lastd|swc-first|rm-lasts,0.260293107924,0.379691749773
rm-firstc|swc-all|rm-lastd|swc-first|rm-lasts,0.261823334404,0.379691749773
rm-firstc|swc-all|rm-lastd|swc-first|rm-lasts,0.263179991476,0.379691749773
rm-lastl|swc-all|rm-lastd|swc-first|rm-lasts,0.268041416082,0.380417044424
rm-lastl|swc-all|rm-lastd|swc-first|rm-lasts,0.269398073154,0.380417044424
rm-lastl|swc-all|rm-lastd|swc-first|rm-lasts,0.282237821292,0.380417044424
